cts,date,GPS (Lat.) [deg],GPS (Long.) [deg],GPS (Alt.) [m],GPS (2D) [m/s],GPS (3D) [m/s],GPS (days) [deg],GPS (secs) [s],GPS (DOP) [deg],GPS (fix) [deg],altitude system
867426.592,2024-11-03T23:09:50.800Z,40.7272793,-111.9277021,1288.723,3.755,3.54,9073,83390.8,1.63,3,MSLV
867526.5024,2024-11-03T23:09:50.899Z,40.7272762,-111.9277028,1288.637,3.686,3.76,9073,83390.9,1.63,3,MSLV
867626.4128,2024-11-03T23:09:51.000Z,40.7272729,-111.9277043,1288.635,3.885,3.69,9073,83391,1.63,3,MSLV
867726.3232,2024-11-03T23:09:51.100Z,40.7272695,-111.9277045,1288.635,3.854,3.89,9073,83391.1,1.63,3,MSLV
867826.2336,2024-11-03T23:09:51.199Z,40.7272659,-111.9277054,1288.68,3.944,3.85,9073,83391.2,1.63,3,MSLV
867926.144,2024-11-03T23:09:51.300Z,40.7272624,-111.9277055,1288.572,4.067,3.94,9073,83391.3,1.63,3,MSLV
868026.2912,2024-11-03T23:09:51.399Z,40.7272589,-111.9277059,1288.616,3.998,4.07,9073,83391.4,1.63,3,MSLV
868126.4384,2024-11-03T23:09:51.500Z,40.7272547,-111.9277069,1288.688,4.344,4,9073,83391.5,1.63,3,MSLV
868226.5856,2024-11-03T23:09:51.600Z,40.7272511,-111.9277074,1288.774,4.197,4.34,9073,83391.6,1.63,3,MSLV
868326.7328,2024-11-03T23:09:51.699Z,40.7272473,-111.9277078,1288.75,4.293,4.2,9073,83391.7,1.67,3,MSLV
868426.88,2024-11-03T23:09:51.800Z,40.7272436,-111.9277078,1288.658,4.341,4.29,9073,83391.8,1.67,3,MSLV
868527.0272,2024-11-03T23:09:51.899Z,40.7272402,-111.9277068,1288.437,4.355,4.34,9073,83391.9,1.67,3,MSLV
868627.1744,2024-11-03T23:09:52.000Z,40.727235,-111.9277074,1288.458,5.041,4.36,9073,83392,1.67,3,MSLV
868727.3216,2024-11-03T23:09:52.100Z,40.7272305,-111.9277075,1288.414,5.041,5.04,9073,83392.1,1.67,3,MSLV
868827.4688,2024-11-03T23:09:52.199Z,40.7272271,-111.9277061,1288.19,4.882,5.04,9073,83392.2,1.67,3,MSLV
868927.616,2024-11-03T23:09:52.300Z,40.7272221,-111.927706,1288.75,4.622,4.89,9073,83392.3,1.67,3,MSLV
869027.776,2024-11-03T23:09:52.399Z,40.7272187,-111.927704,1288.664,4.57,4.62,9073,83392.4,1.62,3,MSLV
869127.936,2024-11-03T23:09:52.500Z,40.7272147,-111.9277021,1288.825,4.56,4.57,9073,83392.5,1.58,3,MSLV
869228.096,2024-11-03T23:09:52.600Z,40.7272111,-111.9276999,1289.007,4.373,4.56,9073,83392.6,1.58,3,MSLV
869328.256,2024-11-03T23:09:52.699Z,40.7272066,-111.9276983,1289.252,4.538,4.38,9073,83392.7,1.58,3,MSLV
869428.416,2024-11-03T23:09:52.800Z,40.7272031,-111.9276959,1289.281,4.504,4.55,9073,83392.8,1.58,3,MSLV
869528.576,2024-11-03T23:09:52.899Z,40.7271992,-111.9276938,1289.356,4.544,4.51,9073,83392.9,1.58,3,MSLV
869628.736,2024-11-03T23:09:53.000Z,40.7271953,-111.927692,1289.508,4.345,4.55,9073,83393,1.58,3,MSLV
869728.896,2024-11-03T23:09:53.100Z,40.7271915,-111.9276897,1289.446,4.737,4.36,9073,83393.1,1.58,3,MSLV
869829.056,2024-11-03T23:09:53.199Z,40.7271883,-111.9276875,1289.325,4.547,4.75,9073,83393.2,1.58,3,MSLV
869929.216,2024-11-03T23:09:53.300Z,40.7271848,-111.9276853,1289.281,4.555,4.55,9073,83393.3,1.58,3,MSLV
870029.1264,2024-11-03T23:09:53.399Z,40.7271808,-111.9276828,1289.355,4.798,4.56,9073,83393.4,1.58,3,MSLV
870129.0368,2024-11-03T23:09:53.500Z,40.7271774,-111.9276801,1289.364,4.626,4.8,9073,83393.5,1.58,3,MSLV
870228.9472,2024-11-03T23:09:53.600Z,40.727174,-111.927678,1289.225,4.585,4.63,9073,83393.6,1.58,3,MSLV
870328.8576,2024-11-03T23:09:53.699Z,40.7271699,-111.9276754,1289.304,4.862,4.59,9073,83393.7,1.58,3,MSLV
870428.768,2024-11-03T23:09:53.800Z,40.7271665,-111.9276726,1289.228,4.726,4.87,9073,83393.8,1.58,3,MSLV
870528.6784,2024-11-03T23:09:53.899Z,40.7271627,-111.9276699,1289.201,4.852,4.73,9073,83393.9,1.58,3,MSLV
870628.5888,2024-11-03T23:09:54.000Z,40.7271594,-111.927667,1289.206,4.687,4.85,9073,83394,1.58,3,MSLV
870728.4992,2024-11-03T23:09:54.100Z,40.7271558,-111.9276639,1289.219,4.861,4.69,9073,83394.1,1.58,3,MSLV
870828.4096,2024-11-03T23:09:54.199Z,40.7271523,-111.927661,1289.173,4.856,4.86,9073,83394.2,1.58,3,MSLV
870928.32,2024-11-03T23:09:54.300Z,40.7271488,-111.9276581,1289.133,4.833,4.86,9073,83394.3,1.58,3,MSLV
871028.2048,2024-11-03T23:09:54.399Z,40.7271454,-111.9276552,1289.14,4.688,4.83,9073,83394.4,1.58,3,MSLV
871128.0896,2024-11-03T23:09:54.500Z,40.7271417,-111.9276522,1289.167,4.752,4.69,9073,83394.5,1.58,3,MSLV
871227.9744,2024-11-03T23:09:54.600Z,40.7271381,-111.9276491,1289.102,4.965,4.75,9073,83394.6,1.58,3,MSLV
871327.8592,2024-11-03T23:09:54.699Z,40.7271342,-111.9276462,1289.082,4.928,4.97,9073,83394.7,1.58,3,MSLV
871427.744,2024-11-03T23:09:54.800Z,40.7271305,-111.9276435,1289.03,4.92,4.93,9073,83394.8,1.58,3,MSLV
871527.6288,2024-11-03T23:09:54.899Z,40.7271264,-111.9276404,1289.096,5.004,4.92,9073,83394.9,1.58,3,MSLV
871627.5136,2024-11-03T23:09:55.000Z,40.7271232,-111.9276375,1288.946,4.998,5,9073,83395,1.58,3,MSLV
871727.3984,2024-11-03T23:09:55.100Z,40.7271197,-111.927634,1288.973,4.959,5,9073,83395.1,1.58,3,MSLV
871827.2832,2024-11-03T23:09:55.199Z,40.7271163,-111.927631,1288.964,4.827,4.96,9073,83395.2,1.58,3,MSLV
871927.168,2024-11-03T23:09:55.300Z,40.7271131,-111.927628,1288.933,4.736,4.83,9073,83395.3,1.58,3,MSLV
872027.1616,2024-11-03T23:09:55.399Z,40.7271092,-111.9276245,1289.027,4.881,4.74,9073,83395.4,1.58,3,MSLV
872127.1552,2024-11-03T23:09:55.500Z,40.7271056,-111.9276212,1288.971,5.058,4.88,9073,83395.5,1.58,3,MSLV
872227.1488,2024-11-03T23:09:55.600Z,40.7271023,-111.9276181,1288.901,4.93,5.06,9073,83395.6,1.58,3,MSLV
872327.1424,2024-11-03T23:09:55.699Z,40.727099,-111.9276153,1288.874,4.688,4.93,9073,83395.7,1.58,3,MSLV
872427.136,2024-11-03T23:09:55.800Z,40.7270953,-111.9276121,1288.891,4.776,4.69,9073,83395.8,1.58,3,MSLV
872527.1296,2024-11-03T23:09:55.899Z,40.7270919,-111.9276088,1288.851,4.803,4.78,9073,83395.9,1.58,3,MSLV
872627.1232,2024-11-03T23:09:56.000Z,40.7270886,-111.927606,1288.785,4.755,4.8,9073,83396,1.58,3,MSLV
872727.1168,2024-11-03T23:09:56.100Z,40.7270852,-111.9276037,1288.721,4.655,4.75,9073,83396.1,1.58,3,MSLV
872827.1104,2024-11-03T23:09:56.199Z,40.727082,-111.9276011,1288.68,4.483,4.65,9073,83396.2,1.58,3,MSLV
872927.104,2024-11-03T23:09:56.300Z,40.7270785,-111.9275986,1288.567,4.688,4.48,9073,83396.3,1.58,3,MSLV
873027.0144,2024-11-03T23:09:56.399Z,40.7270752,-111.9275949,1288.597,4.691,4.69,9073,83396.4,1.58,3,MSLV
873126.9248,2024-11-03T23:09:56.500Z,40.7270717,-111.9275912,1288.697,4.682,4.69,9073,83396.5,1.58,3,MSLV
873226.8352,2024-11-03T23:09:56.600Z,40.7270683,-111.9275875,1288.741,4.719,4.68,9073,83396.6,1.58,3,MSLV
873326.7456,2024-11-03T23:09:56.699Z,40.7270646,-111.9275836,1288.823,4.848,4.72,9073,83396.7,1.58,3,MSLV
873426.656,2024-11-03T23:09:56.800Z,40.7270613,-111.9275792,1288.89,4.909,4.85,9073,83396.8,1.58,3,MSLV
873526.5664,2024-11-03T23:09:56.899Z,40.7270575,-111.927576,1288.966,4.746,4.91,9073,83396.9,1.58,3,MSLV
873626.4768,2024-11-03T23:09:57.000Z,40.7270542,-111.927573,1288.933,4.699,4.75,9073,83397,1.58,3,MSLV
873726.3872,2024-11-03T23:09:57.100Z,40.7270507,-111.9275697,1288.958,4.74,4.7,9073,83397.1,1.58,3,MSLV
873826.2976,2024-11-03T23:09:57.199Z,40.7270478,-111.9275668,1288.884,4.643,4.74,9073,83397.2,1.58,3,MSLV
873926.208,2024-11-03T23:09:57.300Z,40.7270451,-111.9275643,1288.791,4.494,4.64,9073,83397.3,1.58,3,MSLV
874026.5472,2024-11-03T23:09:57.399Z,40.7270419,-111.9275609,1288.821,4.536,4.49,9073,83397.4,1.58,3,MSLV
874126.8864,2024-11-03T23:09:57.500Z,40.727039,-111.9275577,1288.812,4.409,4.54,9073,83397.5,1.58,3,MSLV
874227.2256,2024-11-03T23:09:57.600Z,40.7270367,-111.9275531,1288.824,4.478,4.41,9073,83397.6,1.58,3,MSLV
874327.5648,2024-11-03T23:09:57.699Z,40.7270339,-111.9275477,1289.017,4.586,4.48,9073,83397.7,1.58,3,MSLV
874427.904,2024-11-03T23:09:57.800Z,40.7270311,-111.9275427,1289.115,4.816,4.59,9073,83397.8,1.58,3,MSLV
874528.2432,2024-11-03T23:09:57.899Z,40.7270277,-111.9275393,1289.153,4.744,4.82,9073,83397.9,1.58,3,MSLV
874628.5824,2024-11-03T23:09:58.000Z,40.7270242,-111.9275376,1289.029,4.519,4.75,9073,83398,1.58,3,MSLV
874728.9216,2024-11-03T23:09:58.100Z,40.7270202,-111.9275349,1289.062,4.563,4.52,9073,83398.1,1.58,3,MSLV
874829.2608,2024-11-03T23:09:58.199Z,40.7270167,-111.9275324,1289.032,4.525,4.57,9073,83398.2,1.58,3,MSLV
874929.6,2024-11-03T23:09:58.300Z,40.7270134,-111.9275298,1289.003,4.482,4.53,9073,83398.3,1.58,3,MSLV
875029.6576,2024-11-03T23:09:58.399Z,40.7270098,-111.9275268,1289.037,4.619,4.48,9073,83398.4,1.58,3,MSLV
875129.7152,2024-11-03T23:09:58.500Z,40.7270064,-111.9275238,1289.029,4.655,4.62,9073,83398.5,1.58,3,MSLV
875229.7728,2024-11-03T23:09:58.600Z,40.7270028,-111.9275206,1289.065,4.682,4.66,9073,83398.6,1.58,3,MSLV
875329.8304,2024-11-03T23:09:58.699Z,40.7269995,-111.927518,1289,4.659,4.68,9073,83398.7,1.58,3,MSLV
875429.888,2024-11-03T23:09:58.800Z,40.7269959,-111.9275148,1288.964,4.826,4.66,9073,83398.8,1.58,3,MSLV
875529.9456,2024-11-03T23:09:58.899Z,40.7269925,-111.9275118,1288.963,4.649,4.83,9073,83398.9,1.58,3,MSLV
875630.0032,2024-11-03T23:09:59.000Z,40.726989,-111.9275083,1289.002,4.64,4.65,9073,83399,1.58,3,MSLV
875730.0608,2024-11-03T23:09:59.100Z,40.7269854,-111.9275048,1289.063,4.689,4.64,9073,83399.1,1.58,3,MSLV
875830.1184,2024-11-03T23:09:59.199Z,40.726982,-111.9275014,1289.046,4.883,4.69,9073,83399.2,1.58,3,MSLV
875930.176,2024-11-03T23:09:59.300Z,40.7269785,-111.9274988,1288.998,4.695,4.88,9073,83399.3,1.58,3,MSLV
876029.8304,2024-11-03T23:09:59.399Z,40.7269747,-111.9274957,1289.048,4.694,4.7,9073,83399.4,1.58,3,MSLV
876129.4848,2024-11-03T23:09:59.500Z,40.7269711,-111.9274926,1289.046,4.733,4.69,9073,83399.5,1.58,3,MSLV
876229.1392,2024-11-03T23:09:59.600Z,40.7269675,-111.92749,1289.003,4.752,4.73,9073,83399.6,1.58,3,MSLV
876328.7936,2024-11-03T23:09:59.699Z,40.726964,-111.9274871,1288.992,4.757,4.75,9073,83399.7,1.58,3,MSLV
876428.448,2024-11-03T23:09:59.800Z,40.7269604,-111.9274838,1289.015,4.737,4.76,9073,83399.8,1.58,3,MSLV
876528.1024,2024-11-03T23:09:59.899Z,40.7269568,-111.9274811,1289.028,4.608,4.74,9073,83399.9,1.58,3,MSLV
876627.7568,2024-11-03T23:10:00.000Z,40.7269532,-111.9274777,1289.058,4.732,4.61,9073,83400,1.58,3,MSLV
876727.4112,2024-11-03T23:10:00.100Z,40.7269498,-111.9274743,1289.06,4.668,4.73,9073,83400.1,1.58,3,MSLV
876827.0656,2024-11-03T23:10:00.199Z,40.7269466,-111.9274716,1289.034,4.625,4.67,9073,83400.2,1.58,3,MSLV
876926.72,2024-11-03T23:10:00.300Z,40.7269434,-111.9274682,1288.995,4.753,4.63,9073,83400.3,1.58,3,MSLV
877026.56,2024-11-03T23:10:00.399Z,40.72694,-111.9274651,1289.066,4.532,4.75,9073,83400.4,1.58,3,MSLV
877126.4,2024-11-03T23:10:00.500Z,40.7269364,-111.9274629,1288.942,4.534,4.53,9073,83400.5,1.58,3,MSLV
877226.24,2024-11-03T23:10:00.600Z,40.726933,-111.9274597,1288.942,4.587,4.53,9073,83400.6,1.58,3,MSLV
877326.08,2024-11-03T23:10:00.699Z,40.7269297,-111.9274565,1288.986,4.511,4.59,9073,83400.7,1.58,3,MSLV
877425.92,2024-11-03T23:10:00.800Z,40.7269261,-111.9274539,1288.902,4.65,4.51,9073,83400.8,1.58,3,MSLV
877525.76,2024-11-03T23:10:00.899Z,40.7269228,-111.9274507,1288.918,4.562,4.65,9073,83400.9,1.58,3,MSLV
877625.6,2024-11-03T23:10:01.000Z,40.7269192,-111.9274475,1288.944,4.651,4.56,9073,83401,1.58,3,MSLV
877725.44,2024-11-03T23:10:01.100Z,40.7269158,-111.9274445,1288.908,4.585,4.65,9073,83401.1,1.58,3,MSLV
877825.28,2024-11-03T23:10:01.199Z,40.7269126,-111.9274417,1288.872,4.518,4.58,9073,83401.2,1.58,3,MSLV
877925.12,2024-11-03T23:10:01.300Z,40.7269092,-111.9274387,1288.887,4.474,4.52,9073,83401.3,1.58,3,MSLV
878025.1776,2024-11-03T23:10:01.399Z,40.7269055,-111.9274356,1288.904,4.592,4.47,9073,83401.4,1.58,3,MSLV
878125.2352,2024-11-03T23:10:01.500Z,40.7269022,-111.9274318,1288.916,4.66,4.59,9073,83401.5,1.58,3,MSLV
878225.2928,2024-11-03T23:10:01.600Z,40.7268988,-111.9274292,1288.864,4.674,4.66,9073,83401.6,1.58,3,MSLV
878325.3504,2024-11-03T23:10:01.699Z,40.7268953,-111.9274266,1288.818,4.653,4.67,9073,83401.7,1.58,3,MSLV
878425.408,2024-11-03T23:10:01.800Z,40.7268912,-111.9274236,1288.809,4.871,4.65,9073,83401.8,1.58,3,MSLV
878525.4656,2024-11-03T23:10:01.899Z,40.7268874,-111.927422,1288.694,4.847,4.87,9073,83401.9,1.58,3,MSLV
878625.5232,2024-11-03T23:10:02.000Z,40.7268838,-111.9274192,1288.62,4.831,4.85,9073,83402,1.58,3,MSLV
878725.5808,2024-11-03T23:10:02.100Z,40.7268805,-111.9274159,1288.602,4.764,4.83,9073,83402.1,1.58,3,MSLV
878825.6384,2024-11-03T23:10:02.199Z,40.7268771,-111.9274127,1288.59,4.701,4.77,9073,83402.2,1.58,3,MSLV
878925.696,2024-11-03T23:10:02.300Z,40.726874,-111.9274092,1288.569,4.69,4.7,9073,83402.3,1.58,3,MSLV
879025.8368,2024-11-03T23:10:02.399Z,40.7268705,-111.9274058,1288.544,4.776,4.69,9073,83402.4,1.58,3,MSLV
879125.9776,2024-11-03T23:10:02.500Z,40.7268674,-111.927403,1288.441,4.663,4.78,9073,83402.5,1.58,3,MSLV
879226.1184,2024-11-03T23:10:02.600Z,40.7268639,-111.9273997,1288.457,4.642,4.67,9073,83402.6,1.58,3,MSLV
879326.2592,2024-11-03T23:10:02.699Z,40.7268604,-111.9273962,1288.491,4.606,4.64,9073,83402.7,1.58,3,MSLV
879426.4,2024-11-03T23:10:02.800Z,40.726857,-111.9273932,1288.474,4.563,4.61,9073,83402.8,1.58,3,MSLV
879526.5408,2024-11-03T23:10:02.899Z,40.7268538,-111.9273898,1288.451,4.564,4.56,9073,83402.9,1.58,3,MSLV
879626.6816,2024-11-03T23:10:03.000Z,40.7268504,-111.9273863,1288.473,4.601,4.57,9073,83403,1.58,3,MSLV
879726.8224,2024-11-03T23:10:03.100Z,40.7268468,-111.9273831,1288.498,4.62,4.6,9073,83403.1,1.58,3,MSLV
879826.9632,2024-11-03T23:10:03.199Z,40.7268435,-111.9273797,1288.478,4.708,4.62,9073,83403.2,1.58,3,MSLV
879927.104,2024-11-03T23:10:03.300Z,40.7268401,-111.9273764,1288.473,4.683,4.71,9073,83403.3,1.58,3,MSLV
880027.0272,2024-11-03T23:10:03.399Z,40.7268367,-111.9273733,1288.475,4.643,4.68,9073,83403.4,1.58,3,MSLV
880126.9504,2024-11-03T23:10:03.500Z,40.7268333,-111.9273699,1288.498,4.65,4.64,9073,83403.5,1.58,3,MSLV
880226.8736,2024-11-03T23:10:03.600Z,40.7268295,-111.9273663,1288.55,4.748,4.65,9073,83403.6,1.58,3,MSLV
880326.7968,2024-11-03T23:10:03.699Z,40.726826,-111.9273636,1288.552,4.53,4.75,9073,83403.7,1.58,3,MSLV
880426.72,2024-11-03T23:10:03.800Z,40.7268223,-111.9273604,1288.586,4.679,4.53,9073,83403.8,1.58,3,MSLV
880526.6432,2024-11-03T23:10:03.899Z,40.7268195,-111.9273576,1288.552,4.383,4.68,9073,83403.9,1.58,3,MSLV
880626.5664,2024-11-03T23:10:04.000Z,40.7268159,-111.9273546,1288.503,4.648,4.38,9073,83404,1.58,3,MSLV
880726.4896,2024-11-03T23:10:04.100Z,40.7268125,-111.9273516,1288.479,4.626,4.65,9073,83404.1,1.58,3,MSLV
880826.4128,2024-11-03T23:10:04.199Z,40.7268091,-111.9273484,1288.508,4.602,4.63,9073,83404.2,1.58,3,MSLV
880926.336,2024-11-03T23:10:04.300Z,40.7268057,-111.9273452,1288.518,4.583,4.6,9073,83404.3,1.58,3,MSLV
881026.2848,2024-11-03T23:10:04.399Z,40.7268022,-111.9273422,1288.532,4.557,4.58,9073,83404.4,1.58,3,MSLV
881126.2336,2024-11-03T23:10:04.500Z,40.7267985,-111.9273392,1288.545,4.62,4.56,9073,83404.5,1.58,3,MSLV
881226.1824,2024-11-03T23:10:04.600Z,40.7267949,-111.9273362,1288.557,4.618,4.62,9073,83404.6,1.58,3,MSLV
881326.1312,2024-11-03T23:10:04.699Z,40.7267915,-111.9273333,1288.525,4.702,4.62,9073,83404.7,1.58,3,MSLV
881426.08,2024-11-03T23:10:04.800Z,40.7267878,-111.9273301,1288.523,4.812,4.7,9073,83404.8,1.58,3,MSLV
881526.0288,2024-11-03T23:10:04.899Z,40.7267842,-111.9273272,1288.51,4.756,4.81,9073,83404.9,1.58,3,MSLV
881625.9776,2024-11-03T23:10:05.000Z,40.726781,-111.9273247,1288.469,4.569,4.76,9073,83405,1.58,3,MSLV
881725.9264,2024-11-03T23:10:05.100Z,40.7267777,-111.9273217,1288.435,4.577,4.57,9073,83405.1,1.58,3,MSLV
881825.8752,2024-11-03T23:10:05.199Z,40.7267743,-111.9273188,1288.402,4.619,4.58,9073,83405.2,1.58,3,MSLV
881925.824,2024-11-03T23:10:05.300Z,40.7267708,-111.9273157,1288.375,4.694,4.62,9073,83405.3,1.58,3,MSLV
882026.1696,2024-11-03T23:10:05.399Z,40.7267672,-111.9273125,1288.388,4.7,4.69,9073,83405.4,1.58,3,MSLV
882126.5152,2024-11-03T23:10:05.500Z,40.7267638,-111.9273093,1288.39,4.627,4.7,9073,83405.5,1.58,3,MSLV
882226.8608,2024-11-03T23:10:05.600Z,40.7267604,-111.9273059,1288.385,4.703,4.63,9073,83405.6,1.58,3,MSLV
882327.2064,2024-11-03T23:10:05.699Z,40.7267569,-111.9273026,1288.407,4.685,4.7,9073,83405.7,1.58,3,MSLV
882427.552,2024-11-03T23:10:05.800Z,40.7267536,-111.9272994,1288.365,4.758,4.69,9073,83405.8,1.58,3,MSLV
882527.8976,2024-11-03T23:10:05.899Z,40.7267499,-111.9272961,1288.359,4.83,4.76,9073,83405.9,1.58,3,MSLV
882628.2432,2024-11-03T23:10:06.000Z,40.7267463,-111.9272929,1288.351,4.793,4.83,9073,83406,1.58,3,MSLV
882728.5888,2024-11-03T23:10:06.100Z,40.7267428,-111.9272893,1288.375,4.864,4.79,9073,83406.1,1.58,3,MSLV
882828.9344,2024-11-03T23:10:06.199Z,40.7267388,-111.9272861,1288.42,4.928,4.86,9073,83406.2,1.58,3,MSLV
882929.28,2024-11-03T23:10:06.300Z,40.7267348,-111.9272826,1288.353,4.931,4.93,9073,83406.3,1.63,3,MSLV
883029.2864,2024-11-03T23:10:06.399Z,40.726731,-111.9272795,1288.341,4.953,4.93,9073,83406.4,1.63,3,MSLV
883129.2928,2024-11-03T23:10:06.500Z,40.7267278,-111.9272766,1288.319,4.78,4.95,9073,83406.5,1.63,3,MSLV
883229.2992,2024-11-03T23:10:06.600Z,40.7267245,-111.9272736,1288.332,4.75,4.78,9073,83406.6,1.63,3,MSLV
883329.3056,2024-11-03T23:10:06.699Z,40.7267213,-111.9272701,1288.355,4.692,4.75,9073,83406.7,1.63,3,MSLV
883429.312,2024-11-03T23:10:06.800Z,40.7267181,-111.9272666,1288.42,4.756,4.69,9073,83406.8,1.63,3,MSLV
883529.3184,2024-11-03T23:10:06.899Z,40.7267148,-111.9272634,1288.427,4.787,4.76,9073,83406.9,1.63,3,MSLV
883629.3248,2024-11-03T23:10:07.000Z,40.7267114,-111.9272607,1288.427,4.824,4.79,9073,83407,1.63,3,MSLV
883729.3312,2024-11-03T23:10:07.100Z,40.7267076,-111.9272578,1288.446,4.689,4.82,9073,83407.1,1.67,3,MSLV
883829.3376,2024-11-03T23:10:07.199Z,40.7267036,-111.9272545,1288.445,4.934,4.69,9073,83407.2,1.67,3,MSLV
883929.344,2024-11-03T23:10:07.300Z,40.7267,-111.9272515,1288.477,4.902,4.93,9073,83407.3,1.63,3,MSLV
884029.2032,2024-11-03T23:10:07.399Z,40.726696,-111.927248,1288.491,5.018,4.9,9073,83407.4,1.63,3,MSLV
884129.0624,2024-11-03T23:10:07.500Z,40.7266924,-111.9272459,1288.432,4.895,5.02,9073,83407.5,1.63,3,MSLV
884228.9216,2024-11-03T23:10:07.600Z,40.7266887,-111.9272438,1288.347,4.755,4.9,9073,83407.6,1.63,3,MSLV
884328.7808,2024-11-03T23:10:07.699Z,40.7266854,-111.9272409,1288.286,4.769,4.76,9073,83407.7,1.63,3,MSLV
884428.64,2024-11-03T23:10:07.800Z,40.7266821,-111.9272378,1288.282,4.69,4.77,9073,83407.8,1.63,3,MSLV
884528.4992,2024-11-03T23:10:07.899Z,40.7266785,-111.9272347,1288.317,4.744,4.69,9073,83407.9,1.63,3,MSLV
884628.3584,2024-11-03T23:10:08.000Z,40.7266748,-111.9272319,1288.358,4.767,4.74,9073,83408,1.63,3,MSLV
884728.2176,2024-11-03T23:10:08.100Z,40.7266716,-111.9272296,1288.199,4.842,4.77,9073,83408.1,1.67,3,MSLV
884828.0768,2024-11-03T23:10:08.199Z,40.7266679,-111.9272268,1288.14,4.965,4.84,9073,83408.2,1.63,3,MSLV
884927.936,2024-11-03T23:10:08.300Z,40.7266647,-111.9272244,1287.969,4.866,4.97,9073,83408.3,1.64,3,MSLV
885028.0192,2024-11-03T23:10:08.399Z,40.7266613,-111.9272218,1287.836,4.912,4.87,9073,83408.4,1.64,3,MSLV
885128.1024,2024-11-03T23:10:08.500Z,40.7266583,-111.9272194,1287.811,4.505,4.91,9073,83408.5,1.64,3,MSLV
885228.1856,2024-11-03T23:10:08.600Z,40.726657,-111.9272168,1287.244,4.743,4.51,9073,83408.6,1.59,3,MSLV
885328.2688,2024-11-03T23:10:08.699Z,40.7266541,-111.9272138,1286.827,5.182,4.75,9073,83408.7,1.67,3,MSLV
885428.352,2024-11-03T23:10:08.800Z,40.7266507,-111.9272108,1286.413,5.406,5.19,9073,83408.8,1.67,3,MSLV
885528.4352,2024-11-03T23:10:08.899Z,40.7266481,-111.9272061,1286.138,4.955,5.41,9073,83408.9,1.58,3,MSLV
885628.5184,2024-11-03T23:10:09.000Z,40.7266444,-111.927201,1285.945,5.219,4.96,9073,83409,1.58,3,MSLV
885728.6016,2024-11-03T23:10:09.100Z,40.7266415,-111.9271984,1285.533,5.12,5.22,9073,83409.1,1.83,3,MSLV
885828.6848,2024-11-03T23:10:09.199Z,40.7266379,-111.9271947,1285.281,5.144,5.12,9073,83409.2,1.83,3,MSLV
885928.768,2024-11-03T23:10:09.300Z,40.7266341,-111.9271907,1285.127,4.846,5.15,9073,83409.3,1.83,3,MSLV
886028.832,2024-11-03T23:10:09.399Z,40.7266303,-111.9271866,1284.916,4.908,4.85,9073,83409.4,1.83,3,MSLV
886128.896,2024-11-03T23:10:09.500Z,40.7266271,-111.9271827,1284.7,4.863,4.91,9073,83409.5,1.83,3,MSLV
886228.96,2024-11-03T23:10:09.600Z,40.7266235,-111.927179,1284.537,4.919,4.86,9073,83409.6,1.83,3,MSLV
886329.024,2024-11-03T23:10:09.699Z,40.72662,-111.9271754,1284.312,4.865,4.92,9073,83409.7,1.83,3,MSLV
886429.088,2024-11-03T23:10:09.800Z,40.7266163,-111.9271719,1284.158,4.792,4.87,9073,83409.8,1.83,3,MSLV
886529.152,2024-11-03T23:10:09.899Z,40.7266125,-111.9271678,1284.026,4.865,4.79,9073,83409.9,1.83,3,MSLV
886629.216,2024-11-03T23:10:10.000Z,40.7266091,-111.9271647,1283.772,4.91,4.87,9073,83410,1.58,3,MSLV
886729.28,2024-11-03T23:10:10.100Z,40.7266056,-111.9271612,1283.559,4.835,4.91,9073,83410.1,1.58,3,MSLV
886829.344,2024-11-03T23:10:10.199Z,40.7266019,-111.9271576,1283.358,4.852,4.84,9073,83410.2,1.58,3,MSLV
886929.408,2024-11-03T23:10:10.300Z,40.7265984,-111.9271547,1283.305,4.816,4.85,9073,83410.3,1.62,3,MSLV
887029.2608,2024-11-03T23:10:10.399Z,40.7265952,-111.9271514,1283.246,4.713,4.82,9073,83410.4,1.62,3,MSLV
887129.1136,2024-11-03T23:10:10.500Z,40.726592,-111.9271477,1283.163,4.753,4.71,9073,83410.5,1.58,3,MSLV
887228.9664,2024-11-03T23:10:10.600Z,40.7265888,-111.9271453,1283.016,4.71,4.75,9073,83410.6,1.58,3,MSLV
887328.8192,2024-11-03T23:10:10.699Z,40.7265859,-111.927143,1282.873,4.532,4.71,9073,83410.7,1.58,3,MSLV
887428.672,2024-11-03T23:10:10.800Z,40.726583,-111.9271392,1282.83,4.623,4.54,9073,83410.8,1.58,3,MSLV
887528.5248,2024-11-03T23:10:10.899Z,40.7265802,-111.927136,1282.713,4.492,4.63,9073,83410.9,1.58,3,MSLV
887628.3776,2024-11-03T23:10:11.000Z,40.7265773,-111.9271333,1282.604,4.503,4.5,9073,83411,1.58,3,MSLV
887728.2304,2024-11-03T23:10:11.100Z,40.726574,-111.9271305,1282.51,4.674,4.51,9073,83411.1,1.58,3,MSLV
887828.0832,2024-11-03T23:10:11.199Z,40.7265705,-111.9271277,1282.427,4.636,4.68,9073,83411.2,1.58,3,MSLV
887927.936,2024-11-03T23:10:11.300Z,40.7265666,-111.9271235,1282.495,4.848,4.64,9073,83411.3,1.58,3,MSLV
